pokemon_name,card_id,card_number,set_name,rarity,variant,popularity_rank,popularity_score,market_avg_price,ebay_avg_price,tcgplayer_avg_price,market_avg_7d_price,market_avg_30d_price,ebay_avg_7d,ebay_avg_30d,tcgplayer_avg_7d,tcgplayer_avg_30d,total_sales,ebay_sale_count,tcgplayer_sale_count,ebay_premium,ebay_low_price,ebay_median_3d,ebay_median_7d,ebay_median_30d,ebay_high_price,tcgplayer_low_price,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,tcgplayer_high_price,price_7d_avg,price_30d_avg,price_90d_avg,price_1y_avg,price_momentum,price_volatility
Lapras,019bffab-58b9-77cf-912a-a152c8245599,131/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,13.0,92.08,3.595,4.42,2.77,3.1731428,3.2435806,3.642,3.642,2.7042856,2.8451612,4950.0,37.0,4913.0,1.65,2.19,2.19,3.32,2.99,6.65,4.29,,,,4.29,3.0645454545454545,2.8810000000000002,2.8810000000000002,2.8810000000000002,-3.852828878861513,0.6218900557006121
Lapras,019c3ac3-ec71-70da-b909-ceb719f10443,131/165,SV: Scarlet & Violet 151,Uncommon,Normal,13.0,92.08,1.065,1.98,0.15,1.04580357,1.054697585,1.95875,1.95875,0.13285714,0.15064517,4845.0,25.0,4820.0,1.83,1.98,1.98,1.98,1.98,1.98,0.4,,,,0.4,0.135,0.21200000000000002,0.21200000000000002,0.21200000000000002,-29.245283018867934,0.33487414002154964
Ditto,019bffab-58b9-77cf-912a-a7c7215dd964,132/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,46.0,70.3,3.28,2.99,3.57,3.84642875,2.7297903000000003,3.1200001,2.657,4.5728574,2.8025806,5741.0,173.0,5568.0,-0.5799999999999996,2.99,2.99,2.99,2.02,2.99,0.4,,,,5.6,3.936153846153847,3.1331666666666664,3.1331666666666664,3.1331666666666664,13.942230969732435,1.1995261157218924
Ditto,019c3ac3-ec71-70da-b909-d2c4c1a9bc97,132/165,SV: Scarlet & Violet 151,Rare,Holofoil,46.0,70.3,1.195,1.75,0.64,1.01071428,1.0823,1.54,1.7146,0.48142856,0.45,13644.0,267.0,13377.0,1.11,1.75,1.09,1.58,1.725,1.75,0.2,,,,2.99,0.9766666666666667,0.9985483870967742,0.9985483870967742,0.9985483870967742,-35.90696171862381,0.7264745849516315
Eevee,019bffab-58b9-77cf-912a-ab10b2406a23,133/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,22.0,86.14,1.7200000000000002,2.99,0.45,1.435,1.40413985,2.4142857,2.3866668,0.4557143,0.4216129,7795.0,54.0,7741.0,2.54,2.99,2.285,2.49,2.19,2.99,0.4,,,,0.67,0.8150000000000001,0.762,0.762,0.762,-40.94488188976378,0.8165250170376139
Eevee,019c3ac3-ec71-70da-b909-d655ad5a4f26,133/165,SV: Scarlet & Violet 151,Common,Normal,22.0,86.14,0.635,1.07,0.2,0.76869049,0.775349475,1.3416667,1.3416667,0.19571428,0.20903225,11724.0,30.0,11694.0,0.8700000000000001,1.07,1.07,1.07,1.43,1.07,0.18,,,,0.29,0.381,0.3221666666666667,0.3221666666666667,0.3221666666666667,-37.92033109156752,0.3688511599018221
Vaporeon,019bffab-58b9-77cf-912a-ac5e9cd9f62a,134/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,24.0,84.82,2.365,2.19,2.54,2.39214295,2.3247883,2.4442859,2.663125,2.34,1.9864516,5588.0,121.0,5467.0,-0.3500000000000001,2.19,2.085,2.085,2.29,2.19,1.93,,,,3.48,2.2830555500000003,2.2711827935483875,2.2711827935483875,2.2711827935483875,11.83600048464727,0.5077806079577295
Vaporeon,019c3ac3-ec71-70da-b909-d830ce2308bc,134/165,SV: Scarlet & Violet 151,Rare,Holofoil,24.0,84.82,1.125,1.89,0.36,1.00357145,1.06671935,1.6571429,1.7786,0.35,0.3548387,12806.0,153.0,12653.0,1.5299999999999998,1.89,1.89,1.57,1.82,1.89,0.25,,,,0.4,0.626,0.7898333333333335,0.7898333333333335,0.7898333333333335,-54.42076387423508,0.6312268887313588
Jolteon,019bffab-58b9-77cf-912a-b353e5094c02,135/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,19.0,88.12,5.085,6.73,3.44,3.29678565,2.86064085,3.255,2.9028947,3.3385713,2.818387,5295.0,134.0,5161.0,3.2900000000000005,6.73,2.92,2.92,2.565,6.73,2.1,,,,2.1,3.411923076923077,3.113,3.113,3.113,10.504336652746545,0.9411599592872177
Jolteon,019c3ac3-ec71-70da-b909-dc683506fb89,135/165,SV: Scarlet & Violet 151,Rare,Holofoil,19.0,88.12,1.18,1.99,0.37,1.064285715,1.023185485,1.79,1.7325,0.33857143,0.31387097,12451.0,123.0,12328.0,1.62,1.99,1.99,1.79,1.85,1.99,0.28,,,,0.97,0.5188888888888887,0.6583333333333333,0.6583333333333333,0.6583333333333333,-43.79746835443038,0.6491218648314805
Flareon,019bffab-58b9-77cf-912a-b6107c21a376,136/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,35.0,77.56,3.1100000000000003,3.79,2.43,2.58500005,2.2771774,2.5242858,2.295,2.6457143,2.2593548,5531.0,139.0,5392.0,1.36,3.79,2.49,2.13,1.99,3.79,1.25,,,,3.89,2.6058333333333334,2.381,2.381,2.381,2.0579588408231997,0.5276434271427027
Flareon,019c3ac3-ec71-70da-b909-e3f3e40a971d,136/165,SV: Scarlet & Violet 151,Rare,Holofoil,35.0,77.56,1.02,1.71,0.33,0.93892855,0.9178898,1.5735714,1.5241667,0.3042857,0.3116129,13262.0,120.0,13142.0,1.38,1.71,1.71,1.6,1.57,1.71,0.3,,,,0.44,0.67,0.6895000000000001,0.6895000000000001,0.6895000000000001,-52.1392313270486,0.6007729934469195
Porygon,019bffab-58b9-77cf-912a-b9869ecab2e3,137/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,82.0,46.54,1.04,1.8,0.28,0.93922615,0.936922,1.6141666,1.6141666,0.2642857,0.2596774,3949.0,49.0,3900.0,1.52,1.8,1.775,1.75,1.7,1.8,0.29,,,,0.29,0.6727272727272727,0.4804999999999999,0.4804999999999999,0.4804999999999999,-41.72736732570238,0.5163037564898373
Porygon,019c3ac3-ec71-70da-b909-e48bff47ce7f,137/165,SV: Scarlet & Violet 151,Common,Normal,82.0,46.54,1.03,1.99,0.07,0.68452379,0.694569875,1.2933333,1.2933333,0.07571428,0.09580645,6242.0,26.0,6216.0,1.92,1.29,1.29,1.64,1.29,2.69,0.07,,,,0.07,0.5354545454545454,0.32466666666666666,0.32466666666666666,0.32466666666666666,-78.4394250513347,0.5472295952203768
Omanyte,019bffab-58b9-77cf-912a-be28c7894c06,138/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,109.0,28.72,2.22,2.5,1.94,2.1628571,2.35936825,2.4471428,2.9058332,1.8785714,1.8129033,4764.0,113.0,4651.0,0.56,2.5,2.495,2.5,2.5,2.5,2.44,,,,2.99,2.1825,1.96144444,1.96144444,1.96144444,-1.0932983653618051,0.4257413444162302
Omanyte,019bffab-58b9-77cf-912b-7a36ceda5109,180/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,109.0,28.72,17.310000000000002,17.71,16.91,16.2253575,16.652373,15.093572,15.415714,17.357143,17.889032,7200.0,430.0,6770.0,0.8000000000000007,14.99,15.17,15.0,15.0,20.08,16.91,,,,16.91,16.835238035714287,16.97438708064516,16.97438708064516,16.97438708064516,-0.3793190313102864,2.1297324318492454
Omanyte,019c3ac3-ec71-70da-b909-e88eb271cae9,138/165,SV: Scarlet & Violet 151,Uncommon,Normal,109.0,28.72,1.055,1.99,0.12,1.095,1.104193545,2.06,2.06,0.13,0.14838709,4946.0,50.0,4896.0,1.87,1.99,1.99,1.995,1.99,1.99,0.1,,,,0.25,0.7536363636363634,0.5876666666666668,0.5876666666666668,0.5876666666666668,-79.58026091888827,0.9118442219247054
Omanyte,019bffab-58b9-77cf-912c-cfd03260b04f,,SV: Scarlet & Violet 151,,Normal,109.0,28.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Omastar,019bffab-58b9-77cf-912a-c126010d0828,139/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,96.0,37.3,1.505,1.88,1.13,1.455,1.5670000000000002,1.6557143,1.864,1.2542857,1.27,5160.0,103.0,5057.0,0.75,1.88,1.99,1.99,1.935,1.88,0.75,,,,1.39,1.3599999999999999,1.355,1.355,1.355,-16.60516605166052,0.33762864725653224
Omastar,019c3ac3-ec71-70da-b909-ec972363fa26,139/165,SV: Scarlet & Violet 151,Rare,Holofoil,96.0,37.3,0.65,0.99,0.31,0.87999996,0.93600807,1.4714285,1.5975,0.28857142,0.27451614,2548.0,80.0,2468.0,0.6799999999999999,0.99,0.99,0.99,1.78,0.99,0.26,,,,0.29,0.3633333333333333,0.4733333333333334,0.4733333333333334,0.4733333333333334,109.15492957746476,0.5632193994830283
Kabuto,019bffab-58b9-77cf-912a-c78ca0d66b69,140/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,110.0,28.06,1.955,2.0,1.91,2.1839286,2.04596045,2.555,2.3877273,1.8128572,1.7041936,4987.0,86.0,4901.0,0.09,2.0,2.24,2.99,2.37,2.0,2.89,,,,2.89,1.8975000000000002,1.9105,1.9105,1.9105,-0.026171159382369375,0.5012782797938721
Kabuto,019c3ac3-ec71-70da-b909-f11a16b93aea,140/165,SV: Scarlet & Violet 151,Uncommon,Normal,110.0,28.06,0.96,1.79,0.13,0.9342857,0.939769575,1.7285714,1.7285714,0.14,0.15096775,5393.0,56.0,5337.0,1.66,1.79,1.39,1.745,1.79,1.79,0.01,,,,0.25,0.5081818181818182,0.369,0.369,0.369,-64.76964769647697,0.5189668117752213
Kabuto,019bffab-58b9-77cf-912a-c90876a59372,141/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,110.0,28.06,1.58,1.24,1.92,2.0714285,1.8032771,2.3214285,2.225909,1.8214285,1.3806452,5491.0,123.0,5368.0,-0.6799999999999999,1.24,1.24,1.71,2.0,1.24,1.21,,,,2.99,1.83125,1.60258064516129,1.60258064516129,1.60258064516129,19.80676328502417,0.7592758292914614
Kabuto,019c3ac3-ec71-70da-b909-f78a0e39817d,141/165,SV: Scarlet & Violet 151,Rare,Holofoil,110.0,28.06,1.0750000000000002,1.87,0.28,0.97214285,0.917217735,1.6542857,1.5425,0.29,0.29193547,9154.0,113.0,9041.0,1.59,1.75,1.75,1.75,1.66,1.99,0.32,,,,0.4,0.7929166666666667,0.8276666666666667,0.8276666666666667,0.8276666666666667,-66.16995569875151,0.7064429270616293
Kabutops,019bffab-58b9-77cf-912a-c90876a59372,141/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,38.0,75.58,1.58,1.24,1.92,2.0714285,1.8032771,2.3214285,2.225909,1.8214285,1.3806452,5491.0,123.0,5368.0,-0.6799999999999999,1.24,1.24,1.71,2.0,1.24,1.21,,,,2.99,1.83125,1.60258064516129,1.60258064516129,1.60258064516129,19.80676328502417,0.7592758292914614
Kabutops,019c3ac3-ec71-70da-b909-f78a0e39817d,141/165,SV: Scarlet & Violet 151,Rare,Holofoil,38.0,75.58,1.0750000000000002,1.87,0.28,0.97214285,0.917217735,1.6542857,1.5425,0.29,0.29193547,9154.0,113.0,9041.0,1.59,1.75,1.75,1.75,1.66,1.99,0.32,,,,0.4,0.7929166666666667,0.8276666666666667,0.8276666666666667,0.8276666666666667,-66.16995569875151,0.7064429270616293
Aerodactyl,019bffab-58b9-77cf-912a-cdbe3287d67e,142/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,29.0,81.52,1.63,1.99,1.27,1.6510715,1.5436643,2.0564287,1.9828125,1.2457143,1.1045161,6602.0,124.0,6478.0,0.72,1.99,1.985,1.985,1.99,1.99,1.58,,,,2.06,1.4313636363636364,1.4302777800000004,1.4302777800000004,1.4302777800000004,-11.206059566974488,0.41758338241080084
Aerodactyl,019c3ac3-ec71-70da-b909-f9f05409c56b,142/165,SV: Scarlet & Violet 151,Rare,Holofoil,29.0,81.52,0.7,0.99,0.41,1.113571425,1.0641596,1.82,1.7531579,0.40714285,0.3751613,3888.0,162.0,3726.0,0.5800000000000001,0.99,1.99,1.895,1.79,0.99,0.29,,,,0.5,0.8896153846153847,0.9309999999999999,0.9309999999999999,0.9309999999999999,-55.961331901181524,0.7290030982385324
Snorlax,019bffab-58b9-77cf-912a-d24c3429890c,143/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,15.0,90.76,3.865,2.99,4.74,4.2975,3.9132568,3.855,3.4903846,4.74,4.336129,5905.0,59.0,5846.0,-1.75,2.99,2.99,3.99,3.56,2.99,4.19,,,,4.72,4.41090909090909,4.200483870967742,4.200483870967742,4.200483870967742,12.844142379910162,0.5655680843758035
Snorlax,019c3ac3-ec71-70da-b909-ff42ad334581,143/165,SV: Scarlet & Violet 151,Uncommon,Normal,15.0,90.76,1.06,1.79,0.33,1.095,1.090760385,1.9157143,1.9157143,0.2742857,0.26580647,10601.0,32.0,10569.0,1.46,1.79,1.79,1.57,1.95,1.79,0.28,,,,0.28,0.26749999999999996,0.35433333333333344,0.35433333333333344,0.35433333333333344,-6.867356538099742,0.3376356262184932
Articuno,019bffab-58b9-77cf-912a-d73a169d7352,144/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,10.0,94.06,1.705,1.99,1.42,1.8939285,1.83514115,2.347857,2.34125,1.44,1.3290323,5566.0,116.0,5450.0,0.5700000000000001,1.99,3.61,3.0,1.99,1.99,1.09,,,,2.68,1.8945454545454545,1.5798333333333336,1.5798333333333336,1.5798333333333336,-10.117100960016902,0.6439392284098379
Articuno,019c3ac3-ec71-70da-b90a-022f09f36898,144/165,SV: Scarlet & Violet 151,Rare,Holofoil,10.0,94.06,1.16,1.97,0.35,1.053214285,1.045553015,1.785,1.7614286,0.32142857,0.32967743,10344.0,130.0,10214.0,1.62,1.95,1.97,1.49,1.85,1.99,0.3,,,,0.65,0.6799999999999998,0.7675000000000001,0.7675000000000001,0.7675000000000001,-54.39739413680782,0.6918624913207477
Zapdos,019bffab-58b9-77cf-912a-d8f8eb979b93,145/165,SV: Scarlet & Violet 151,Double Rare,Holofoil,14.0,91.42,1.45,1.49,1.41,1.7982143000000002,1.93509035,2.2092857,2.4476001,1.3871429,1.4225806,12142.0,311.0,11831.0,0.08,1.49,1.99,2.0,2.38,1.49,1.39,,,,2.33,1.9241666624999998,1.9177956935483869,1.9177956935483869,1.9177956935483869,-26.478091240722406,0.7711017080395927
Zapdos,019bffab-58b9-77cf-912b-9bf8f2c6d507,192/165,SV: Scarlet & Violet 151,Ultra Rare,Holofoil,14.0,91.42,13.505,14.5,12.51,12.554286,13.577687,12.762857,13.590536,12.345715,13.564838,5819.0,297.0,5522.0,1.99,14.5,11.99,11.995,13.0,14.5,10.67,,,,10.67,12.544375,13.2747778,13.2747778,13.2747778,9.229700251555242,1.258921866250297
Zapdos,019bffab-58b9-77cf-912b-b91cae72c475,202/165,SV: Scarlet & Violet 151,Special Illustration Rare,Holofoil,14.0,91.42,102.428333,99.996666,104.86,104.2374975,105.58163,105.207855,105.27778,103.26714,105.88548,4986.0,438.0,4548.0,-4.863333999999995,90.0,104.99,105.0,105.0,105.0,100.0,,,,100.0,102.54773757142857,106.28083296774194,106.28083296774194,106.28083296774194,-1.3368666090274164,6.609888903047512
Zapdos,019bffa9-14a4-732a-bc78-078ed173a985,,SV: Scarlet & Violet 151,,Normal,14.0,91.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,019bffab-58b9-77cf-912c-50726e77b21e,,SV: Scarlet & Violet 151,,Normal,14.0,91.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zapdos,019bffac-ba77-77e9-b32e-7022775d4c7c,,SV: Scarlet & Violet 151,Code Card,Normal,14.0,91.42,0.09,,0.09,0.09,0.09290323,,,0.09,0.09290323,,,182.0,,,,,,,0.09,,,,0.09,0.09,0.09266666666666669,0.09266666666666669,0.09266666666666669,-2.8776978417266457,0.004497764451088041
Moltres,019bffab-58b9-77cf-912a-dfe00b923ebb,146/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,30.0,80.86,1.87,2.18,1.56,1.90071425,1.7911877499999995,2.3342857,2.148182,1.4671428,1.4341935,5516.0,121.0,5395.0,0.6200000000000001,2.18,2.18,1.99,1.99,2.18,1.32,,,,2.33,1.6886111083333333,1.6447777766666667,1.6447777766666667,1.6447777766666667,-5.154360538508652,0.4473212584814183
Moltres,019c3ac3-ec71-70da-b90a-052ddaed1259,146/165,SV: Scarlet & Violet 151,Rare,Holofoil,30.0,80.86,0.85,1.39,0.31,0.975357175,1.04448085,1.6378572,1.7721875,0.31285715,0.3167742,9516.0,119.0,9397.0,1.0799999999999998,1.39,1.99,1.59,1.82,1.39,0.2,,,,0.4,0.7883333333333334,0.816747312903226,0.816747312903226,0.816747312903226,-62.04456444453207,0.7077130095294054
Dratini,019bffab-58b9-77cf-912a-e15d90c6c562,147/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,33.0,78.88,0.7949999999999999,1.23,0.36,1.066785725,1.10079838,1.7964286,1.8745,0.33714285,0.32709676,5485.0,59.0,5426.0,0.87,1.23,1.915,1.92,1.99,1.23,0.29,,,,0.4,0.33625000000000005,0.767258064516129,0.767258064516129,0.767258064516129,-53.07967206222409,0.7586235767380262
Dratini,019c3ac3-ec71-70da-b90a-0a5f455579d1,147/165,SV: Scarlet & Violet 151,Common,Normal,33.0,78.88,0.955,1.69,0.22,1.0192857,0.95524194,1.8185714,1.715,0.22,0.19548388,6127.0,44.0,6083.0,1.47,1.69,1.69,1.84,1.84,1.69,0.15,,,,0.25,0.6363636363636364,0.6053333333333335,0.6053333333333335,0.6053333333333335,-63.65638766519825,0.727199319701767
Dragonair,019bffab-58b9-77cf-912a-e49ceb791c3f,148/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,20.0,87.46,3.405,2.99,3.82,3.70571435,3.4930948,3.6357143,3.4481251,3.7757144,3.5380645,5265.0,136.0,5129.0,-0.8299999999999996,2.99,2.99,4.31,3.49,2.99,3.5,,,,5.76,3.8122727272727275,3.5777777766666667,3.5777777766666667,3.5777777766666667,6.770186368562163,0.6413844476408876
Dragonair,019bffab-58b9-77cf-912b-56a0d4cc3f27,181/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,20.0,87.46,51.235,51.35,51.12,51.602499,50.17859,51.782143,50.0846,51.422855,50.27258,5365.0,335.0,5030.0,0.2300000000000039,44.0,49.085,49.995,48.09,60.06,51.12,,,,51.12,51.95653846153846,50.207111133333335,50.207111133333335,50.207111133333335,1.8182461529051817,4.5297160729664885
Dragonair,019c3ac3-ec71-70da-b90a-0d4c2dc6186d,148/165,SV: Scarlet & Violet 151,Uncommon,Normal,20.0,87.46,1.83,3.49,0.17,1.49357141,1.64542339,2.8228571,3.09375,0.16428572,0.19709678,8840.0,70.0,8770.0,3.3200000000000003,3.49,2.59,2.24,2.87,3.49,0.04,,,,0.35,0.8009090909090909,0.6839999999999999,0.6839999999999999,0.6839999999999999,-75.14619883040935,1.0563065124649484
Dragonair,019bffab-58b9-77cf-912a-ea2a69c0ab47,149/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,20.0,87.46,3.68,3.99,3.37,3.17571425,3.41035975,3.0528572,3.7384615,3.2985713,3.082258,6282.0,164.0,6118.0,0.6200000000000001,3.99,3.24,3.63,2.99,3.99,1.0,,,,3.38,3.260833333333333,3.174333333333334,3.174333333333334,3.174333333333334,6.16402394203505,0.5270391160863276
Dragonair,019c3ac3-ec71-70da-b90a-132611d503ed,149/165,SV: Scarlet & Violet 151,Rare,Holofoil,20.0,87.46,1.535,1.78,1.29,1.5285714,1.90161285,2.1442857,2.8899999,0.9128571,0.9132258,16192.0,281.0,15911.0,0.49,1.78,2.525,2.07,2.0,1.78,0.55,,,,1.42,1.5099999928571428,1.5065645096774194,1.5065645096774194,1.5065645096774194,-14.374725296282827,0.6713841313406814
Dragonair,019bffab-58b9-77cf-912c-d0cd88375f4d,,SV: Scarlet & Violet 151,,Normal,20.0,87.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragonite,019bffab-58b9-77cf-912a-ea2a69c0ab47,149/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,5.0,97.36,3.68,3.99,3.37,3.17571425,3.41035975,3.0528572,3.7384615,3.2985713,3.082258,6282.0,164.0,6118.0,0.6200000000000001,3.99,3.24,3.63,2.99,3.99,1.0,,,,3.38,3.260833333333333,3.174333333333334,3.174333333333334,3.174333333333334,6.16402394203505,0.5270391160863276
Dragonite,019c3ac3-ec71-70da-b90a-132611d503ed,149/165,SV: Scarlet & Violet 151,Rare,Holofoil,5.0,97.36,1.535,1.78,1.29,1.5285714,1.90161285,2.1442857,2.8899999,0.9128571,0.9132258,16192.0,281.0,15911.0,0.49,1.78,2.525,2.07,2.0,1.78,0.55,,,,1.42,1.5099999928571428,1.5065645096774194,1.5065645096774194,1.5065645096774194,-14.374725296282827,0.6713841313406814
Dragonite,019bffab-58b9-77cf-912c-d0cd88375f4d,,SV: Scarlet & Violet 151,,Normal,5.0,97.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mewtwo,019bffab-58b9-77cf-912a-ed689e926ea3,150/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,4.0,98.02,3.105,2.43,3.78,3.6535713,3.74812035,3.622857,3.7126923,3.6842856,3.7835484,8068.0,53.0,8015.0,-1.3499999999999996,2.43,3.32,3.775,3.775,2.43,3.0,,,,3.75,3.731428571428571,3.7396774193548388,3.7396774193548388,3.7396774193548388,1.078236867074952,0.5272664340474541
Mewtwo,019c3ac3-ec71-70da-b90a-14cd359979f4,150/165,SV: Scarlet & Violet 151,Rare,Holofoil,4.0,98.02,2.345,2.19,2.5,2.335,2.2480903000000003,2.2,2.4336,2.47,2.0625806,6397.0,119.0,6278.0,-0.31,2.19,2.09,2.09,2.25,2.19,2.0,,,,3.78,2.364047614285714,2.2815555533333334,2.2815555533333334,2.2815555533333334,-4.012856631940061,0.4884059885244699
Mew,019bffaa-1a47-7762-8bb4-ae0fecf43712,151/165,SV: Scarlet & Violet 151,Double Rare,Holofoil,7.0,96.04,7.73,6.99,8.47,8.609286,8.25623725,8.508572,8.100862,8.71,8.4116125,19792.0,651.0,19141.0,-1.4800000000000004,6.99,9.42,8.495,7.99,6.99,6.98,,,,10.19,8.728688866666667,8.501166654838709,8.501166654838709,8.501166654838709,-0.3666162081526646,1.000461202445602
Mew,019bffab-58b9-77cf-912b-6860c741d188,193/165,SV: Scarlet & Violet 151,Ultra Rare,Holofoil,7.0,96.04,43.7275,41.745,45.71,43.5503565,43.221106,41.390713,40.79963,45.71,45.642582,4843.0,321.0,4522.0,-3.9650000000000034,39.99,41.745,39.99,40.0,43.5,45.71,,,,45.71,43.48666666666667,42.995456967741944,42.995456967741944,42.995456967741944,6.313557812153707,4.491363768145754
Mew,019bffab-58b9-77cf-912b-c5d8699e7d18,205/165,SV: Scarlet & Violet 151,Hyper Rare,Holofoil,7.0,96.04,33.22,30.0,36.44,34.635357,32.5545005,31.590714,30.494808,37.68,34.614193,7831.0,535.0,7296.0,-6.439999999999998,30.0,30.0,30.0,29.99,30.0,36.44,,,,36.44,35.622142857142855,35.38169446666666,35.38169446666666,35.38169446666666,2.9911103729935156,4.802847314655947
Mew,019bffab-58b9-77cf-912c-83eda4227466,205/165,SV: Scarlet & Violet 151,Double Rare,Normal,7.0,96.04,37.105,35.0,39.21,39.361786,39.482599,39.403572,38.417778,39.32,40.54742,8160.0,47.0,8113.0,-4.210000000000001,35.0,35.0,37.0,38.495,35.0,40.52,,,,46.99,39.46807692307693,41.19833333333334,41.19833333333334,41.19833333333334,-4.826247016465075,2.7733862450743882
Mew,019bffab-58b9-77cf-912a-ed689e926ea3,150/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,7.0,96.04,3.105,2.43,3.78,3.6535713,3.74812035,3.622857,3.7126923,3.6842856,3.7835484,8068.0,53.0,8015.0,-1.3499999999999996,2.43,3.32,3.775,3.775,2.43,3.0,,,,3.75,3.731428571428571,3.7396774193548388,3.7396774193548388,3.7396774193548388,1.078236867074952,0.5272664340474541
Mew,019c3ac3-ec71-70da-b90a-14cd359979f4,150/165,SV: Scarlet & Violet 151,Rare,Holofoil,7.0,96.04,2.345,2.19,2.5,2.335,2.2480903000000003,2.2,2.4336,2.47,2.0625806,6397.0,119.0,6278.0,-0.31,2.19,2.09,2.09,2.25,2.19,2.0,,,,3.78,2.364047614285714,2.2815555533333334,2.2815555533333334,2.2815555533333334,-4.012856631940061,0.4884059885244699
